,index,link,title,postdate,latitude,longitude,neighborhood,beds,baths,area,others,price,text,restaurant_count,school_count,bus_station_count,railway_station_count,distance_from_us
2349,2416,https://chicago.craigslist.org/chc/apa/d/chicago-must-call-now-3bd-hardwood/6864394168.html,MUST CALL NOW! 3BD w/ HARDWOOD FLOORS🎇SECTION 8 OK🎇,Apr 12,41.763333,-87.645306,,3.0,1.0,1001.0,"['available apr 12', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment']",940.0,price: $940.0<br>Beds: 3.0<br> Baths: 1.0,0,4,0,0,7.969704126579174
2350,2417,https://chicago.craigslist.org/chc/apa/d/chicago-great-ravenswood-studio-dont/6864394190.html,"Great Ravenswood Studio! Don't Miss Out! Available June 1, 2019!",Apr 12,41.965231,-87.679256,,0.0,1.0,,,875.0,price: $875.0<br>Beds: 0.0<br> Baths: 1.0,22,4,0,4,6.3008329528914215
2351,2418,https://chicago.craigslist.org/chc/apa/d/elegant-2-bedroom-hwd-wd-gym-pool-loop/6864394322.html,Elegant 2 Bedroom - HWD - WD - Gym - Pool -Loop / River North,Apr 12,41.885843,-87.626347,,2.0,2.0,,,4051.0,price: $4051.0<br>Beds: 2.0<br> Baths: 2.0,50,1,0,18,0.8704585814563536
2352,2419,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-2-bed-2-bath-for-rent/6864394588.html,Edgewater 2 bed / 2 bath for Rent,Apr 12,41.992631,-87.655356,,2.0,2.0,,,1600.0,price: $1600.0<br>Beds: 2.0<br> Baths: 2.0,13,2,0,3,7.904310745139373
2353,2420,https://chicago.craigslist.org/chc/apa/d/chicago-ukrainian-village-1-bedroom/6864394657.html,Ukrainian Village 1 Bedroom,Apr 12,41.894032,-87.679454,,1.0,1.0,,,1550.0,price: $1550.0<br>Beds: 1.0<br> Baths: 1.0,15,5,0,1,2.2740253672083983
2354,2421,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-rehab-albany-park-2/6864394886.html,Brand New Rehab ALBANY PARK 2 Bed/ 1 Bath Apartment!!!,Apr 12,41.968531,-87.707357,,2.0,1.0,,,1450.0,price: $1450.0<br>Beds: 2.0<br> Baths: 1.0,5,1,0,3,7.0948468893704675
2355,2422,https://chicago.craigslist.org/chc/apa/d/gold-coast-2-bedroom-2-bath-d-hardwoods/6864395014.html,Gold Coast 2 Bedroom 2 Bath W/D / Hardwoods/ Just off Michigan Ave.,Apr 12,41.898435,-87.624296,,2.0,2.0,,,3200.0,price: $3200.0<br>Beds: 2.0<br> Baths: 2.0,50,4,0,4,1.5916622212110993
2356,2423,https://chicago.craigslist.org/chc/apa/d/chicago-at-evanstons-doorstep-1-month/6864395191.html,AT EVANSTON'S DOORSTEP-1 Month Free Grand  Apartment Rogers Park,Apr 12,42.022306,-87.670097,,1.0,1.0,,,1090.0,price: $1090.0<br>Beds: 1.0<br> Baths: 1.0,3,1,1,3,10.032672532084463
2357,2424,https://chicago.craigslist.org/chc/apa/d/chicago-steps-to-lakefront-no-pet-fees/6862535586.html,"steps to lakefront, NO PET FEES, heat/gas incl, walk in closet,dining",Apr 12,42.0095,-87.6689,,2.0,2.0,1000.0,"['available apr 9', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",1425.0,price: $1425.0<br>Beds: 2.0<br> Baths: 2.0,13,2,1,4,9.149772311117646
2358,2425,https://chicago.craigslist.org/chc/apa/d/chicago-prime-location-at-lakefront-de/6862548768.html,"prime location at lakefront, De. Fireplace, HEAT/GAS/WATER INCL",Apr 12,42.011567,-87.66411,,1.0,1.0,,,925.0,price: $925.0<br>Beds: 1.0<br> Baths: 1.0,6,1,1,4,9.254962338005797
2359,2426,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-bright-well/6864366522.html,"Beautiful, Bright & Well-Maintained | 1 Beds | 1 Baths |  For Rent",Apr 12,41.9719,-87.6624,,1.0,1.0,,,1125.0,price: $1125.0<br>Beds: 1.0<br> Baths: 1.0,11,2,0,6,6.534394429557354
2360,2427,https://chicago.craigslist.org/chc/apa/d/chicago-great-location-bright-and/6862539279.html,"great location, bright and spacious, eat in kitchen",Apr 12,41.9719,-87.6624,,0.0,1.0,,,895.0,price: $895.0<br>Beds: 0.0<br> Baths: 1.0,11,2,0,6,6.534394429557354
2361,2428,https://chicago.craigslist.org/chc/apa/d/brand-new-2-bedroom-in-river-north-loop/6864395623.html,Brand New 2 Bedroom in River North / Loop ~ WD ~ HWD ~ Pool ~ Gym,Apr 12,41.885889,-87.624474,,2.0,2.0,,,4302.0,price: $4302.0<br>Beds: 2.0<br> Baths: 2.0,50,0,0,16,0.9530109184023345
2362,2429,https://chicago.craigslist.org/chc/apa/d/chicago-steps-to-lakefront-no-pet-fees/6862535828.html,"steps to lakefront, NO PET FEES, heat/gas incl, walk in closet,dining",Apr 12,42.0095,-87.6689,,2.0,2.0,1000.0,"['available apr 9', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",1425.0,price: $1425.0<br>Beds: 2.0<br> Baths: 2.0,13,2,1,4,9.149772311117646
2363,2430,https://chicago.craigslist.org/chc/apa/d/chicago-east-garfield-apt-near-blue/6864395699.html,East Garfield apt. near blue line. 3 bdrm Apt. hdwd floors,Apr 12,41.877232,-87.706055,,3.0,1.0,1400.0,"['available apr 21', 'apartment', 'no laundry on site', 'street parking']",1000.0,price: $1000.0<br>Beds: 3.0<br> Baths: 1.0,0,6,0,4,3.3819105239601384
2364,2431,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-huge-lincoln-park/6862218782.html,Brand New HUGE Lincoln Park Rehab!,Apr 12,41.925732,-87.640654,,1.0,1.0,570.0,['apartment'],1625.0,price: $1625.0<br>Beds: 1.0<br> Baths: 1.0,25,5,0,1,3.2473859877060374
2365,2432,https://chicago.craigslist.org/chc/apa/d/chicago-old-town-triangle-lincoln-park/6864395771.html,Old Town Triangle Lincoln Park steps to park 2 BR,Apr 12,41.915356,-87.636201,,2.0,1.0,1150.0,"['available sep 1, 2018', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']",1790.0,price: $1790.0<br>Beds: 2.0<br> Baths: 1.0,19,3,0,1,2.5396739108986512
2366,2433,https://chicago.craigslist.org/chc/apa/d/chicago-incredible-little-italy/6864375851.html,Incredible Little Italy Penthouse-4Bed/2Bath-3 Outdoor Spaces!!!,Apr 12,41.869238,-87.660781,,4.0,2.0,,,4250.0,price: $4250.0<br>Beds: 4.0<br> Baths: 2.0,9,1,0,3,1.2391759775014692
2367,2434,https://chicago.craigslist.org/chc/apa/d/chicago-large-updated-studio-with-view/6862215973.html,Large updated studio with view!,Apr 12,41.940532,-87.676055,,0.0,1.0,,,1125.0,price: $1125.0<br>Beds: 0.0<br> Baths: 1.0,10,2,0,2,4.647737141775959
2368,2435,https://chicago.craigslist.org/chc/apa/d/chicago-south-loop-loft/6862214773.html,South Loop Loft,Apr 12,41.872131,-87.630634,,0.0,1.0,522.0,"['available may 8', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment']",1936.0,price: $1936.0<br>Beds: 0.0<br> Baths: 1.0,27,2,1,17,0.6728019352182486
2369,2436,https://chicago.craigslist.org/chc/apa/d/oak-park-oak-park-open-concept-1bed-in/6864396037.html,Oak Park Open Concept 1Bed/In Unit Laundry/Pets OK,Apr 12,41.880195,-87.783401,,1.0,1.0,,,1315.0,price: $1315.0<br>Beds: 1.0<br> Baths: 1.0,1,3,0,4,7.357215904110947
2370,2437,https://chicago.craigslist.org/chc/apa/d/chicago-spectacular-views-river-north/6864396031.html,Spectacular Views - River North,Apr 12,41.8923,-87.6373,,1.0,1.0,721.0,"['available may 15', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']",2670.0,price: $2670.0<br>Beds: 1.0<br> Baths: 1.0,50,1,0,10,0.951593160221594
2371,2438,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-large-3bd-in-lakeview/6862226026.html,Sunny Large 3bd in Lakeview with Balcony,Apr 12,41.944532,-87.656855,,3.0,1.0,,,2100.0,price: $2100.0<br>Beds: 3.0<br> Baths: 1.0,28,2,0,4,4.624293597167998
2372,2439,https://chicago.craigslist.org/chc/apa/d/chicago-logan-square-2-bed-1-bath-brand/6864396397.html,Logan Square 2 Bed 1 Bath - BRAND NEW REHAB!,Apr 12,41.910239,-87.697032,,2.0,1.0,,,2350.0,price: $2350.0<br>Beds: 2.0<br> Baths: 1.0,3,3,0,1,3.6391982867019093
2373,2440,https://chicago.craigslist.org/chc/apa/d/chicago-rogers-park-apartment-one-block/6864396398.html,Rogers Park Apartment  One Block of Sheridan Available NOW!,Apr 12,42.022306,-87.670097,,2.0,1.0,,,1225.0,price: $1225.0<br>Beds: 2.0<br> Baths: 1.0,3,1,1,3,10.032672532084463
2374,2441,https://chicago.craigslist.org/chc/apa/d/chicago-buena-park-2-bed-condo-may-1st/6864396512.html,BUENA PARK 2 BED CONDO. MAY 1ST MOVE,Apr 12,41.952832,-87.654755,,2.0,1.0,,,2200.0,price: $2200.0<br>Beds: 2.0<br> Baths: 1.0,10,4,0,2,5.172060159223844
2375,2442,https://chicago.craigslist.org/chc/apa/d/chicago-massive-floorplan-parking/6860787681.html,Massive Floorplan! Parking Available! Outdoor Space! Avail 5/01,Apr 12,41.964165,-87.661307,,2.0,2.0,,,1800.0,price: $1800.0<br>Beds: 2.0<br> Baths: 2.0,11,4,0,3,5.998825716401635
2376,2443,https://chicago.craigslist.org/chc/apa/d/chicago-central-heat-c-recessed/6860787053.html,Central Heat & A/C! Recessed Lighting! Large Bedrooms! Ready!,Apr 12,41.963745,-87.655094,,2.0,1.0,,,1600.0,price: $1600.0<br>Beds: 2.0<br> Baths: 1.0,6,2,0,3,5.9209334516548395
2377,2444,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-1bd-in-buena-park/6860788720.html,Affordable 1bd In Buena Park! Heat Included! Large Bedroom! Ready!,Apr 12,41.959454,-87.655966,,1.0,1.0,,,1000.0,price: $1000.0<br>Beds: 1.0<br> Baths: 1.0,2,2,0,3,5.633469176650725
2378,2445,https://chicago.craigslist.org/chc/apa/d/chicago-nicely-remodeled-in-buena-park/6860788381.html,Nicely Remodeled In Buena Park! Heat Included! Charming Building!,Apr 12,41.959726,-87.6558,,0.0,1.0,,,950.0,price: $950.0<br>Beds: 0.0<br> Baths: 1.0,2,2,0,3,5.650849080807339
2379,2446,https://chicago.craigslist.org/chc/apa/d/chicago-king-size-bedrooms-in-unit/6860786439.html,King Size Bedrooms! In Unit Laundry! Central A/C! Small Dogs Ok!,Apr 12,41.963771,-87.655073,,2.0,1.0,,,2000.0,price: $2000.0<br>Beds: 2.0<br> Baths: 1.0,6,2,0,3,5.922575414507917
2380,2447,https://chicago.craigslist.org/chc/apa/d/chicago-large-open-floorplan-breakfast/6856851874.html,Large Open Floorplan W/Breakfast Bar! Heat Included! Live On The Beach,Apr 12,41.988133,-87.654812,,1.0,1.0,,,1275.0,price: $1275.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.592504609593157
2381,2448,https://chicago.craigslist.org/chc/apa/d/chicago-gut-rehab-8th-floor-west-views/6860767822.html,Gut Rehab! 8th Floor West Views! Live On The Beach! Ready Now!,Apr 12,41.987968,-87.654807,,1.0,1.0,,,1395.0,price: $1395.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.581142113468502
2382,2449,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-in-lincoln-park/6860764685.html,Affordable In Lincoln Park! Provided A/C! Elevator Building! Ready Now,Apr 12,41.928338,-87.640808,,0.0,1.0,,,835.0,price: $835.0<br>Beds: 0.0<br> Baths: 1.0,25,6,0,1,3.4273663085292445
2383,2450,https://chicago.craigslist.org/chc/apa/d/chicago-parking-included-all-dogs/6860771411.html,Parking Included! All Dogs Welcome! Duplex Up! Outdoor Space! Laundry!,Apr 12,41.909712,-87.668772,,3.0,2.0,,,2500.0,price: $2500.0<br>Beds: 3.0<br> Baths: 2.0,27,5,0,3,2.593499031645451
2384,2451,https://chicago.craigslist.org/chc/apa/d/chicago-all-dogs-welcome-in-unit/6860770862.html,All Dogs Welcome! In Unit Laundry! Large Charming Top Floor Apt!,Apr 12,41.979645,-87.666338,,3.0,1.5,,,2195.0,price: $2195.0<br>Beds: 3.0<br> Baths: 1.5,19,4,0,3,7.096945319952546
2385,2452,https://chicago.craigslist.org/chc/apa/d/chicago-large-apt-on-the-beach-amazing/6860770616.html,Large Apt. On The Beach! Amazing Property In Edgewater Beach! Ready!,Apr 12,41.987989,-87.654871,,1.0,1.0,,,1445.0,price: $1445.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.582908782237761
2386,2453,https://chicago.craigslist.org/chc/apa/d/chicago-rooftop-deck-in-unit-laundry-no/6860774963.html,Rooftop Deck! In Unit Laundry! No Breed Or Weight Restrictions! Large!,Apr 12,41.938019,-87.671204,,3.0,2.0,,,2195.0,price: $2195.0<br>Beds: 3.0<br> Baths: 2.0,9,4,0,2,4.39276686803995
2387,2454,https://chicago.craigslist.org/chc/apa/d/chicago-all-dogs-welcome-in-unit/6860771129.html,All Dogs Welcome! In Unit Laundry! Rehabbed & Ready!,Apr 12,41.979715,-87.666487,,1.0,1.0,,,1475.0,price: $1475.0<br>Beds: 1.0<br> Baths: 1.0,17,4,0,3,7.103137262138598
2388,2455,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-1-bed-condo-hrwd-flrs/6864396729.html,WEST LOOP 1 BED CONDO. HRWD FLRS. ONLY PAY ELECTRIC HERE,Apr 12,41.88894,-87.642858,,1.0,1.0,660.0,"['w/d in unit', 'attached garage']",2150.0,price: $2150.0<br>Beds: 1.0<br> Baths: 1.0,48,1,0,8,0.7191465696679965
2389,2456,https://chicago.craigslist.org/chc/apa/d/chicago-heat-included-hardwood-floors/6860766817.html,Heat Included! Hardwood Floors! Dishwasher! Large Floorplan! Ready!,Apr 12,41.962173,-87.766915,,1.0,1.0,,,1175.0,price: $1175.0<br>Beds: 1.0<br> Baths: 1.0,0,1,1,2,8.690766445038992
2390,2457,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-all-utilities/6860764441.html,Affordable W/All Utilities Included! Elevator Building! Large Closet!,Apr 12,41.927017,-87.64275,,0.0,1.0,,,895.0,price: $895.0<br>Beds: 0.0<br> Baths: 1.0,34,7,0,3,3.3384330820527977
2391,2458,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-lakeviews-beachfront/6860767592.html,Amazing Lakeviews! Beachfront Property! Gut Rehab! Elevator Building!,Apr 12,41.988004,-87.654795,,1.0,1.0,,,1425.0,price: $1425.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.5835551513719555
2392,2459,https://chicago.craigslist.org/chc/apa/d/chicago-heat-gas-included-elevator/6860767318.html,Heat & Gas Included! Elevator Building! Large Floorplan! Ready!,Apr 12,41.986844,-87.655639,,1.0,1.0,,,1050.0,price: $1050.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,4,7.508279697143978
2393,2460,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-in-lakeview-heat/6860767010.html,Affordable In Lakeview! Heat Included! Hardwood Floors! Ready Now!,Apr 12,41.938968,-87.64386,,1.0,1.0,,,1260.0,price: $1260.0<br>Beds: 1.0<br> Baths: 1.0,32,4,0,4,4.165236432972776
2394,2461,https://chicago.craigslist.org/chc/apa/d/chicago-great-ravenswood-studio-dont/6864396785.html,"Great Ravenswood Studio! Don't Miss Out! Available June 1, 2019",Apr 12,41.965231,-87.679256,,0.0,1.0,,,895.0,price: $895.0<br>Beds: 0.0<br> Baths: 1.0,22,4,0,4,6.3008329528914215
2395,2462,https://chicago.craigslist.org/chc/apa/d/chicago-ceramic-tile-flooring-express/6844651596.html,"Ceramic tile flooring, Express bus at door, 24-hour fitness center",Apr 12,41.773523,-87.568287,,1.0,1.0,700.0,['apartment'],1184.0,price: $1184.0<br>Beds: 1.0<br> Baths: 1.0,0,0,0,2,8.152547691813112
2396,2463,https://chicago.craigslist.org/chc/apa/d/chicago-bucktown-3-bed-condo-heat/6864396868.html,BUCKTOWN 3 BED CONDO W/ HEAT INCLUDED,Apr 12,41.911932,-87.705755,,3.0,1.0,,,3995.0,price: $3995.0<br>Beds: 3.0<br> Baths: 1.0,5,2,0,0,4.072056577572936
2397,2464,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-4-bed-2-bath/6864396978.html,Lincoln Park 4 Bed 2 Bath w/ Laundry In Unit,Apr 12,41.928732,-87.672955,,4.0,1.0,,,4500.0,price: $4500.0<br>Beds: 4.0<br> Baths: 1.0,2,3,0,0,3.840484575475106
2398,2465,https://chicago.craigslist.org/chc/apa/d/chicago-gut-rehab-2bed-steps-from-the/6864397032.html,"Gut Rehab 2Bed, Steps From The Francisco Brown Line! Granite, SS Kitch",Apr 12,41.9703,-87.7042,,2.0,1.0,,,1450.0,price: $1450.0<br>Beds: 2.0<br> Baths: 1.0,3,0,0,4,7.125694512501364
2399,2466,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-large-lincoln-park-studio/6862077896.html,Sunny large Lincoln Park Studio!,Apr 12,41.929432,-87.640854,,0.0,1.0,710.0,"['available apr 9', 'cats are OK - purrr', 'apartment']",975.0,price: $975.0<br>Beds: 0.0<br> Baths: 1.0,29,6,0,1,3.502918053249824
2400,2467,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-gut-rehab-efficient/6864391334.html,"Brand new gut rehab, Efficient living space,laundry,Blue, Free heat",Apr 12,41.958731,-87.749858,,2.0,1.0,,,1350.0,price: $1350.0<br>Beds: 2.0<br> Baths: 1.0,2,1,0,2,7.887700609428785
2401,2468,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-uptown-one-bedroom/6862027232.html,Brand New Uptown One Bedroom!,Apr 12,41.975431,-87.668656,,1.0,1.0,,,1550.0,price: $1550.0<br>Beds: 1.0<br> Baths: 1.0,15,1,0,5,6.8358116580440935
2402,2469,https://chicago.craigslist.org/chc/apa/d/chicago-large-living-room-bedroom-beach/6856858741.html,Large Living Room & Bedroom! Beach Location! Amazing Property!,Apr 12,41.988019,-87.654948,,1.0,1.0,,,1245.0,price: $1245.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.585361286642539
2403,2470,https://chicago.craigslist.org/chc/apa/d/chicago-large-studio-heat-included/6845690981.html,Large Studio W/Heat Included! Separate Dining Room! Walk In Closet!,Apr 12,41.975628,-87.707044,,0.0,1.0,,,875.0,price: $875.0<br>Beds: 0.0<br> Baths: 1.0,1,3,0,1,7.519551798938937
2404,2471,https://chicago.craigslist.org/chc/apa/d/chicago-home-sweet-home-in-this/6864397495.html,Home Sweet Home in this Charming Hyde Park Apartment,Apr 12,41.801897,-87.585149,,0.0,1.0,303.0,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'off-street parking']",895.0,price: $895.0<br>Beds: 0.0<br> Baths: 1.0,12,1,0,2,6.01403884796405
2405,2472,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-lakeview-two-bedroom/6862026102.html,Sunny Lakeview Two Bedroom,Apr 12,41.942432,-87.639954,,2.0,1.0,,,1770.0,price: $1770.0<br>Beds: 2.0<br> Baths: 1.0,12,2,0,0,4.400426206877992
2406,2473,https://chicago.craigslist.org/chc/apa/d/chicago-jr-1bd-ready-heat-gas-included/6845692123.html,JR. 1bd Ready! Heat & Gas Included! Hardwood Floors!,Apr 12,41.955115,-87.750335,,1.0,1.0,,,875.0,price: $875.0<br>Beds: 1.0<br> Baths: 1.0,11,0,0,3,7.732867452831665
2407,2474,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-and-budget-friendly/6864397510.html,Spacious and Budget-Friendly Apartment,Apr 12,41.808648,-87.597478,,0.0,1.0,373.0,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",925.0,price: $925.0<br>Beds: 0.0<br> Baths: 1.0,2,3,0,2,5.314669160384338
2408,2475,https://chicago.craigslist.org/chc/apa/d/chicago-walk-to-the-redlinehardwood/6841919071.html,Walk To The Redline!Hardwood Floors! New Bathroom! Heat & Gas Inclded!,Apr 12,42.011701,-87.666367,,2.0,1.0,,,1250.0,price: $1250.0<br>Beds: 2.0<br> Baths: 1.0,5,1,1,4,9.280142890599686
2409,2476,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-great-floorplan/6841918769.html,Affordable W/Great Floorplan Separate Dining Room! Heat & Gas Included,Apr 12,42.011382,-87.665714,,1.0,1.0,,,925.0,price: $925.0<br>Beds: 1.0<br> Baths: 1.0,6,1,1,4,9.253559553544486
2410,2477,https://chicago.craigslist.org/chc/apa/d/chicago-tons-of-privacy-and-convenience/6864397524.html,TONS of Privacy and Convenience! Visit Today!,Apr 12,41.808831,-87.601023,,0.0,1.0,267.0,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",816.0,price: $816.0<br>Beds: 0.0<br> Baths: 1.0,0,2,0,1,5.230068758762761
2411,2478,https://chicago.craigslist.org/chc/apa/d/chicago-large-1bd-1ba-steps-to-the/6843807903.html,Large 1bd/1ba Steps To The Beach! Heat & Gas Included!,Apr 12,42.017932,-87.664688,,1.0,1.0,,,1025.0,price: $1025.0<br>Beds: 1.0<br> Baths: 1.0,1,1,1,3,9.694538626054639
2412,2479,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-rehab-in-unit/6850519804.html,Pet Friendly Rehab W/ In Unit Laundry & Central A/C! Parking Available,Apr 12,41.953831,-87.716557,,3.0,1.0,,,1800.0,price: $1800.0<br>Beds: 3.0<br> Baths: 1.0,1,3,0,1,6.500747954183979
2413,2480,https://chicago.craigslist.org/chc/apa/d/chicago-large-studio-separate-kitchen/6850512185.html,Large Studio W/Separate Kitchen & Dining Area! Walk In Closet! Ready!,Apr 12,41.965495,-87.664365,,0.0,1.0,,,895.0,price: $895.0<br>Beds: 0.0<br> Baths: 1.0,11,3,0,6,6.1189748394926
2414,2481,https://chicago.craigslist.org/chc/apa/d/chicago-heat-included-hardwood-floors/6843985755.html,Heat Included! Hardwood Floors! Very Nice Kitchen! Pet Friendly! Ready,Apr 12,42.014838,-87.684436,,1.0,1.0,,,1095.0,price: $1095.0<br>Beds: 1.0<br> Baths: 1.0,3,3,1,2,9.669082158123206
2415,2482,https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-rehab-in-unit/6843775477.html,Pet Friendly Rehab W/ In Unit Laundry & Central A/C! Parking Available,Apr 12,41.953831,-87.716557,,3.0,1.0,,,1800.0,price: $1800.0<br>Beds: 3.0<br> Baths: 1.0,1,3,0,1,6.500747954183979
2416,2483,https://chicago.craigslist.org/chc/apa/d/chicago-2nd-floor-directly-on-the-beach/6850516587.html,2nd Floor Directly On The Beach Just Listen To The Waves! Gut Rehab!,Apr 12,41.988837,-87.654763,,1.0,1.0,,,1495.0,price: $1495.0<br>Beds: 1.0<br> Baths: 1.0,6,1,0,3,7.640633602875025
2417,2484,https://chicago.craigslist.org/chc/apa/d/chicago-quiet-neighborhood-setting-easy/6843776246.html,Quiet Neighborhood Setting W/Easy Walk To The Granville Redline Stop!,Apr 12,41.993749,-87.66417,,0.0,1.0,,,850.0,price: $850.0<br>Beds: 0.0<br> Baths: 1.0,13,3,0,3,8.037638297437455
2418,2485,https://chicago.craigslist.org/chc/apa/d/chicago-large-2bd-on-the-lake-in-unit/6858698400.html,Large 2bd On The Lake W/In Unit Laundry & Fireplace! Ready 5/01,Apr 12,42.022029,-87.665806,,2.0,1.0,,,1750.0,price: $1750.0<br>Beds: 2.0<br> Baths: 1.0,1,1,1,2,9.982478541835526
2419,2486,https://chicago.craigslist.org/chc/apa/d/chicago-heat-included-1block-to-the/6858697971.html,Heat Included! 1Block To The Montrose Brownline! Nice Kitchen! Ready!,Apr 12,41.963894,-87.676481,,2.0,1.0,,,1550.0,price: $1550.0<br>Beds: 2.0<br> Baths: 1.0,18,6,0,4,6.168932910730939
2420,2487,https://chicago.craigslist.org/chc/apa/d/chicago-hardwood-floors-heat-gas/6858697645.html,Hardwood Floors! Heat & Gas Included! Walk To The Granville Redline!,Apr 12,41.994216,-87.656642,,1.0,1.0,,,990.0,price: $990.0<br>Beds: 1.0<br> Baths: 1.0,9,1,0,3,8.019872284041913
2421,2488,https://chicago.craigslist.org/chc/apa/d/chicago-dog-friendly-lakeview-courtyard/6861906888.html,Dog Friendly Lakeview Courtyard!,Apr 12,41.936032,-87.675955,,1.0,1.0,,,1455.0,price: $1455.0<br>Beds: 1.0<br> Baths: 1.0,2,5,0,1,4.361933783096011
2422,2489,https://chicago.craigslist.org/chc/apa/d/chicago-walk-to-the-jarvis-redline/6857065256.html,Walk To The Jarvis Redline! Large Dogs Ok! Nice Kitchen! Ready!,Apr 12,42.017101,-87.667888,,3.0,1.0,,,1595.0,price: $1595.0<br>Beds: 3.0<br> Baths: 1.0,2,2,1,3,9.660374881589119
2423,2490,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-1bd-in-buena-park/6858703329.html,Affordable 1bd In Buena Park! Heat Included! Large Bedroom! Ready!,Apr 12,41.959454,-87.655966,,1.0,1.0,,,1000.0,price: $1000.0<br>Beds: 1.0<br> Baths: 1.0,2,2,0,3,5.633469176650725
2424,2491,https://chicago.craigslist.org/chc/apa/d/chicago-nicely-remodeled-in-buena-park/6858702763.html,Nicely Remodeled In Buena Park! Heat Included! Charming Building!,Apr 12,41.959726,-87.6558,,0.0,1.0,,,950.0,price: $950.0<br>Beds: 0.0<br> Baths: 1.0,2,2,0,3,5.650849080807339
2425,2492,https://chicago.craigslist.org/chc/apa/d/chicago-central-heat-c-recessed/6858699514.html,Central Heat & A/C! Recessed Lighting! Large Bedrooms! Ready!,Apr 12,41.963745,-87.655094,,2.0,1.0,,,1600.0,price: $1600.0<br>Beds: 2.0<br> Baths: 1.0,6,2,0,3,5.9209334516548395
2426,2493,https://chicago.craigslist.org/chc/apa/d/chicago-fantastic-wrigleyville-three/6861905648.html,Fantastic Wrigleyville Three Bed / Two Bath,Apr 12,41.953832,-87.650155,,2.0,2.0,,,2600.0,price: $2600.0<br>Beds: 2.0<br> Baths: 2.0,4,7,0,2,5.212157695471072
2427,2494,https://chicago.craigslist.org/chc/apa/d/chicago-beachside-living-indoor-parking/6841932866.html,Beachside Living! Indoor Parking Available! Rehabbed & 2nd Month Free!,Apr 12,41.988817,-87.654875,,1.0,1.0,,,1350.0,price: $1350.0<br>Beds: 1.0<br> Baths: 1.0,6,1,0,3,7.63982082397639
2428,2495,https://chicago.craigslist.org/chc/apa/d/evanston-massive-1bd-heat-included/6841918282.html,Massive 1bd W/Heat Included! Hardwood Floors! Ready Now!,Apr 12,42.019323,-87.690311,,1.0,1.0,,,1150.0,price: $1150.0<br>Beds: 1.0<br> Baths: 1.0,4,2,0,1,10.043246218782842
2429,2496,https://chicago.craigslist.org/chc/apa/d/chicago-large-studio-heat-gas-included/6852536756.html,Large Studio W/Heat & Gas Included! Walk To The Argyle Redline! Ready!,Apr 12,41.974136,-87.65414,,0.0,1.0,,,950.0,price: $950.0<br>Beds: 0.0<br> Baths: 1.0,10,3,0,4,6.62764336587072
2430,2497,https://chicago.craigslist.org/chc/apa/d/chicago-heat-included-great-location/6852269390.html,Heat Included! Great Location W/Easy Walk To The Trains! Dishwasher!,Apr 12,41.962056,-87.667208,,1.0,1.0,,,1195.0,price: $1195.0<br>Beds: 1.0<br> Baths: 1.0,6,6,0,7,5.919026380916548
